flavor,E_ND_GeV_bin_low,E_ND_GeV_bin_high,E_FD_GeV_bin_low,E_FD_GeV_bin_high,transfer_weight,conditional_EFD_given_END,fd_weight_sum,nd_weight_sum,event_count
nue,5.75,6.0,6.5,6.75,1.0539766244411809e-08,0.06169938447902894,3.8758076369658955e-08,3.6773184025982086,59
nue,5.75,6.0,6.75,7.0,9.153477257128955e-09,0.05358410229516094,3.366025036540448e-08,3.6773184025982086,50
nue,5.75,6.0,7.0,7.25,1.83515811184503e-09,0.010742944700748835,6.74846069636511e-09,3.6773184025982086,12
nue,5.75,6.0,7.25,7.5,3.2706864714502062e-09,0.01914647226824019,1.2027355550592844e-08,3.6773184025982086,18
nue,5.75,6.0,7.5,7.75,1.3571453087380522e-09,0.00794467621538911,4.9906554188222665e-09,3.6773184025982086,7
nue,5.75,6.0,7.75,8.0,7.988746564594492e-10,0.00467658138106975,2.937716475567654e-09,3.6773184025982086,4
nue,6.0,6.25,5.75,6.0,1.6416266376427457e-09,0.009679692237718982,5.789355525889324e-09,3.5265969698215973,3
nue,6.0,6.25,6.0,6.25,5.963770754270915e-08,0.3516479579092602,2.1031815870722471e-07,3.5265969698215973,311
nue,6.0,6.25,6.25,6.5,5.11729730373847e-08,0.3017364719436114,1.8046645165040319e-07,3.5265969698215973,266
nue,6.0,6.25,6.5,6.75,2.0441972132381578e-08,0.12053410589000385,7.20905969792344e-08,3.5265969698215973,120
nue,6.0,6.25,6.75,7.0,1.368853417080779e-08,0.0807131140057404,4.827394312807014e-08,3.5265969698215973,72
nue,6.0,6.25,7.0,7.25,9.522558164289331e-09,0.056148840566120475,3.358222476713267e-08,3.5265969698215973,49
nue,6.0,6.25,7.25,7.5,6.33820755391078e-09,0.03737262606114797,2.2352303553722115e-08,3.5265969698215973,36
nue,6.0,6.25,7.5,7.75,5.2511025978429816e-09,0.030962617132476267,1.8518522509775376e-08,3.5265969698215973,25
nue,6.0,6.25,7.75,8.0,1.9002388822866606e-09,0.0112045742539205,6.7013766842093166e-09,3.5265969698215973,11
nue,6.25,6.5,5.5,5.75,2.0996889695915928e-10,0.0012686718221818713,7.173210476798286e-10,3.4163205030283774,2
nue,6.25,6.5,6.0,6.25,7.981535307269142e-10,0.004822594721756178,2.726748271586847e-09,3.4163205030283774,3
nue,6.25,6.5,6.25,6.5,5.8625919544897244e-08,0.3542289036770028,2.0028493095012454e-07,3.4163205030283774,279
nue,6.25,6.5,6.5,6.75,4.606274330878799e-08,0.2783198146705635,1.5736509439154562e-07,3.4163205030283774,228
nue,6.25,6.5,6.75,7.0,2.673133849893973e-08,0.16151580740744995,9.132281978731961e-08,3.4163205030283774,131
nue,6.25,6.5,7.0,7.25,1.4826808731016154e-08,0.08958638504244328,5.0653130662250644e-08,3.4163205030283774,79
nue,6.25,6.5,7.25,7.5,9.065539347471917e-09,0.05477570482858577,3.097078794377881e-08,3.4163205030283774,44
nue,6.25,6.5,7.5,7.75,7.13850375299559e-09,0.04313219098220339,2.4387416732303855e-08,3.4163205030283774,41
