flavor,E_ND_GeV_bin_low,E_ND_GeV_bin_high,E_FD_GeV_bin_low,E_FD_GeV_bin_high,transfer_weight,conditional_EFD_given_END,fd_weight_sum,nd_weight_sum,event_count
nue,7.0,7.25,7.5,7.75,1.1394496365280763e-08,0.07146486953568326,8.369077860147908e-09,0.7344842274599024,11
nue,7.0,7.25,7.75,8.0,1.3935143887994663e-08,0.08739949603660907,1.023514339311634e-08,0.7344842274599024,13
nue,7.0,7.25,8.0,8.25,3.4420315046613584e-09,0.021587995162985374,2.528117850593843e-09,0.7344842274599024,4
nue,7.0,7.25,8.25,8.5,3.876979613294807e-09,0.024315935814490926,2.847580376148628e-09,0.7344842274599024,4
nue,7.0,7.25,8.5,8.75,1.94570608734778e-09,0.012203227525771177,1.4290904324296635e-09,0.7344842274599024,2
nue,7.0,7.25,8.75,9.0,1.208542082559924e-09,0.007579826215197514,8.876550978618073e-10,0.7344842274599024,1
nue,7.0,7.25,9.0,9.25,7.331810321694179e-10,0.0045984205997624174,5.385099040012088e-10,0.7344842274599024,1
nue,7.0,7.25,9.25,9.5,7.668063115256615e-10,0.004809314186039465,5.632071413323027e-10,0.7344842274599024,1
nue,7.25,7.5,7.25,7.5,5.2653451852076145e-08,0.3104553000232301,2.2571176227195257e-08,0.4286741976690607,31
nue,7.25,7.5,7.5,7.75,4.397008478262755e-08,0.2592564282696548,1.884884081563344e-08,0.4286741976690607,27
